TargetChr	TargetGene	TargetGeneTSS	expressed_proxy	geneFailedToRunThroughModel
chr1	RAB29	205744610	TRUE	FALSE
chr1	SLC41A1	205782324	TRUE	FALSE
chr1	PM20D1	205819276	FALSE	FALSE
chr1	LOC284581	205831206	FALSE	FALSE
chr1	SLC26A9	205912588	FALSE	FALSE
chr1	FAM72A	206138454	FALSE	TRUE
chr1	AVPR1B	206224282	FALSE	FALSE
chr1	C1orf186	206288647	FALSE	FALSE
chr1	CTSE	206317458	FALSE	FALSE
chr1	SRGAP2	206516199	TRUE	TRUE
chr1	SRGAP2D	206557366	TRUE	TRUE
chr1	IKBKE	206643585	TRUE	FALSE
chr1	RASSF5	206680862	TRUE	FALSE
chr1	EIF2D	206785904	TRUE	FALSE
chr1	DYRK3	206808880	TRUE	FALSE
chr1	MAPKAPK2	206858364	TRUE	FALSE
chr1	IL10	206945839	FALSE	FALSE
chr1	IL19	207002221	FALSE	FALSE
chr1	IL20	207039153	FALSE	FALSE
chr1	IL24	207070787	FALSE	FALSE
chr1	FCMR	207095378	FALSE	FALSE
chr1	PIGR	207119811	FALSE	FALSE
chr1	FCAMR	207143970	FALSE	FALSE
chr1	C1orf116	207206101	TRUE	FALSE
chr1	YOD1	207226325	TRUE	FALSE
chr1	PFKFB2	207226619	TRUE	FALSE
chr1	C4BPB	207262186	FALSE	FALSE
chr1	C4BPA	207277606	FALSE	FALSE
chr1	CD55	207494816	TRUE	FALSE
chr1	CR2	207627644	FALSE	FALSE
chr1	CR1	207669472	FALSE	FALSE
chr1	CR1L	207818457	TRUE	FALSE
chr1	CD46	207925382	TRUE	FALSE
chr1	C1orf132	207996048	FALSE	FALSE
chr1	LOC148696	207991723	FALSE	FALSE
chr1	CD34	208084683	FALSE	FALSE
chr1	PLXNA2	208417665	TRUE	FALSE
chr1	LINC01696	209498800	FALSE	FALSE
chr1	MIR205HG	209602164	FALSE	FALSE
chr1	CAMK1G	209757044	FALSE	FALSE
chr1	LAMB3	209825820	FALSE	FALSE
chr1	LOC101930114	209848594	TRUE	FALSE
chr1	G0S2	209848669	TRUE	FALSE
chr1	HSD11B1	209859524	FALSE	FALSE
chr1	TRAF3IP3	209929376	FALSE	FALSE
chr1	C1orf74	209958075	TRUE	FALSE
chr1	IRF6	209979520	FALSE	FALSE
chr1	DIEXF	210001311	TRUE	FALSE
chr1	SYT14	210111518	FALSE	FALSE
chr1	SERTAD4-AS1	210407466	FALSE	FALSE
chr1	SERTAD4	210406194	FALSE	FALSE
chr1	HHAT	210502249	FALSE	FALSE
chr1	KCNH1	211307457	FALSE	FALSE
chr1	RCOR3	211432707	TRUE	FALSE
chr1	TRAF5	211500147	TRUE	FALSE
chr1	LINC00467	211556096	TRUE	FALSE
chr1	RD3	211666259	FALSE	FALSE
chr1	SLC30A1	211752099	TRUE	FALSE
chr1	LINC01693	211813149	FALSE	FALSE
chr1	NEK2	211848972	TRUE	FALSE
chr1	LPGAT1	212003580	TRUE	FALSE
chr1	LOC102723727	212002978	FALSE	FALSE
chr1	INTS7	212209002	TRUE	FALSE
chr1	DTL	212208894	TRUE	FALSE
chr1	LOC101929541	212408078	TRUE	FALSE
chr1	PPP2R5A	212458878	TRUE	FALSE
chr1	TMEM206	212588243	TRUE	FALSE
chr1	NENF	212606228	TRUE	FALSE
chr1	LINC01740	212719035	FALSE	FALSE
chr1	ATF3	212781969	TRUE	FALSE
chr1	FAM71A	212797788	FALSE	FALSE
chr1	BATF3	212873327	FALSE	FALSE
chr1	NSL1	212965139	TRUE	FALSE
chr1	TATDN3	212965169	TRUE	FALSE
chr1	SPATA45	213020991	FALSE	FALSE
chr1	FLVCR1-AS1	213031480	TRUE	FALSE
chr1	FLVCR1	213031596	TRUE	FALSE
chr1	VASH2	213123861	FALSE	FALSE
chr1	ANGEL2	213189217	TRUE	FALSE
chr1	RPS6KC1	213224574	TRUE	FALSE
chr1	PROX1-AS1	214159496	FALSE	FALSE
chr1	LINC00538	214098091	FALSE	FALSE
chr1	PROX1	214161277	FALSE	FALSE
chr1	SMYD2	214454564	TRUE	FALSE
chr1	PTPN14	214725024	FALSE	FALSE
chr1	CENPF	214776531	TRUE	FALSE
chr1	KCNK2	215256559	FALSE	FALSE
chr1	KCTD3	215740721	TRUE	FALSE
chr1	USH2A	216596738	FALSE	FALSE
chr1	LOC102723833	216245806	FALSE	FALSE
chr1	ESRRG	216896814	FALSE	FALSE
chr1	GPATCH2	217804454	FALSE	FALSE
chr1	SPATA17	217804665	FALSE	FALSE
chr1	SPATA17-AS1	217958462	FALSE	FALSE
chr1	LINC00210	218066241	FALSE	FALSE
chr1	LINC01653	218216846	FALSE	FALSE
chr1	RRP15	218458628	TRUE	FALSE
chr1	TGFB2-AS1	218519020	FALSE	FALSE
chr1	TGFB2	218518625	FALSE	FALSE
chr1	MIR548F3	218610974	FALSE	FALSE
chr1	TGFB2-OT1	218615967	FALSE	FALSE
chr1	LYPLAL1-AS1	219347130	FALSE	FALSE
chr1	LYPLAL1	219347172	TRUE	FALSE
chr1	LOC102723886	219730666	FALSE	FALSE
chr1	RNU5F-1	220046618	FALSE	FALSE
chr1	SLC30A10	220101993	TRUE	FALSE
chr1	EPRS	220220000	TRUE	FALSE
chr1	BPNT1	220263195	TRUE	FALSE
chr1	IARS2	220267454	TRUE	FALSE
chr1	RAB3GAP2	220445843	TRUE	FALSE
chr1	AURKAPS1	220441057	FALSE	FALSE
chr1	MARK1	220701524	FALSE	FALSE
chr1	C1orf115	220863627	FALSE	FALSE
chr1	MARC2	220921587	FALSE	FALSE
chr1	MARC1	220960038	FALSE	FALSE
chr1	LINC01352	221002596	FALSE	FALSE
chr1	HLX-AS1	221053482	FALSE	FALSE
chr1	HLX	221052742	TRUE	FALSE
chr1	C1orf140	221509638	FALSE	FALSE
chr1	DUSP10	221915518	TRUE	FALSE
chr1	LINC01655	222014008	FALSE	FALSE
chr1	HHIPL2	222721444	FALSE	FALSE
chr1	TAF1A	222763275	TRUE	FALSE
chr1	TAF1A-AS1	222763300	TRUE	FALSE
chr1	MIA3	222791443	TRUE	FALSE
chr1	AIDA	222885864	TRUE	FALSE
chr1	BROX	222885894	TRUE	FALSE
chr1	FAM177B	222910557	FALSE	FALSE
chr1	DISP1	222988430	FALSE	FALSE
chr1	TLR5	223316624	FALSE	FALSE
chr1	SUSD4	223537544	FALSE	FALSE
chr1	CCDC185	223566714	FALSE	FALSE
chr1	CAPN8	223853436	FALSE	FALSE
chr1	CAPN2	223900118	TRUE	FALSE
chr1	TP53BP2	224033674	TRUE	FALSE
chr1	GTF2IP20	224180346	FALSE	FALSE
chr1	LOC100287497	224180431	FALSE	FALSE
chr1	FBXO28	224301788	TRUE	FALSE
chr1	DEGS1	224370909	TRUE	FALSE
chr1	LOC101927143	224400981	FALSE	FALSE
chr1	LOC101927164	224407314	FALSE	FALSE
chr1	NVL	224517891	TRUE	FALSE
chr1	CNIH4	224544512	TRUE	FALSE
chr1	WDR26	224622001	TRUE	FALSE
chr1	CNIH3	224622596	FALSE	FALSE
chr1	DNAH14	225117355	TRUE	FALSE
chr1	LBR	225616557	TRUE	FALSE
chr1	ENAH	225840845	FALSE	FALSE
chr1	SRP9	225965514	TRUE	FALSE
chr1	EPHX1	225997775	TRUE	FALSE
chr1	TMEM63A	226070420	TRUE	FALSE
chr1	LEFTY1	226076846	FALSE	FALSE
chr1	PYCR2	226112040	TRUE	FALSE
chr1	LEFTY2	226129192	FALSE	FALSE
chr1	SDE2	226187066	TRUE	FALSE
chr1	H3F3A	226250407	FALSE	FALSE
chr1	H3F3AP4	226250427	FALSE	FALSE
chr1	ACBD3	226374423	TRUE	FALSE
chr1	MIXL1	226411318	FALSE	FALSE
chr1	LIN9	226497204	TRUE	FALSE
chr1	PARP1	226595801	TRUE	FALSE
chr1	STUM	226736500	FALSE	FALSE
chr1	ITPKB	226926876	FALSE	FALSE
chr1	ITPKB-IT1	226862769	FALSE	FALSE
chr1	PSEN2	227058272	TRUE	FALSE
chr1	COQ8A	227127937	TRUE	FALSE
chr1	CDC42BPA	227505826	TRUE	FALSE
chr1	ZNF678	227751219	TRUE	FALSE
chr1	ZNF847P	227885408	FALSE	FALSE
chr1	JMJD4	227923112	TRUE	FALSE
chr1	SNAP47	227922696	TRUE	FALSE
chr1	PRSS38	228003417	FALSE	FALSE
chr1	WNT9A	228135676	FALSE	FALSE
chr1	WNT3A	228194722	FALSE	FALSE
chr1	ARF1	228270360	TRUE	FALSE
chr1	C1orf35	228291163	TRUE	FALSE
chr1	MRPL55	228297013	TRUE	FALSE
chr1	GUK1	228327928	TRUE	FALSE
chr1	GJC2	228337414	FALSE	FALSE
chr1	IBA57-AS1	228353213	FALSE	FALSE
chr1	IBA57	228353508	TRUE	FALSE
chr1	C1orf145	228401356	FALSE	FALSE
chr1	OBSCN	228395830	TRUE	FALSE
chr1	TRIM11	228594517	TRUE	FALSE
chr1	TRIM17	228604583	FALSE	FALSE
chr1	HIST3H3	228613026	FALSE	FALSE
chr1	HIST3H2A	228645560	TRUE	FALSE
chr1	HIST3H2BB	228645807	TRUE	FALSE
chr1	RNF187	228675067	TRUE	FALSE
chr1	BTNL10	228699989	FALSE	FALSE
chr1	RHOU	228780393	FALSE	FALSE
chr1	DUSP5P1	228780656	FALSE	FALSE
chr1	RAB4A	229406808	TRUE	FALSE
chr1	SPHAR	229440128	FALSE	FALSE
chr1	CCSAP	229478688	TRUE	FALSE
chr1	ACTA1	229569843	FALSE	FALSE
chr1	NUP133	229644088	TRUE	FALSE
chr1	LOC101927478	229644176	FALSE	FALSE
chr1	ABCB10	229694442	TRUE	FALSE
chr1	TAF5L	229761794	TRUE	FALSE
chr1	URB2	229761962	TRUE	FALSE
chr1	LINC01736	230138463	FALSE	FALSE
chr1	GALNT2	230202941	TRUE	FALSE
chr1	PGBD5	230561674	FALSE	FALSE
chr1	COG2	230778201	TRUE	FALSE
chr1	AGT	230850336	FALSE	FALSE
chr1	CAPN9	230883129	FALSE	FALSE
chr1	C1orf198	230991782	TRUE	FALSE
chr1	LOC101927604	231010591	FALSE	FALSE
chr1	TTC13	231114618	TRUE	FALSE
chr1	ARV1	231114794	TRUE	FALSE
chr1	FAM89A	231175995	TRUE	FALSE
chr1	TRIM67	231298673	FALSE	FALSE
chr1	LOC149373	231323373	FALSE	FALSE
chr1	C1orf131	231376933	TRUE	FALSE
chr1	GNPAT	231376918	TRUE	FALSE
chr1	EXOC8	231473618	TRUE	FALSE
chr1	SPRTN	231473681	TRUE	FALSE
chr1	EGLN1	231560790	TRUE	FALSE
chr1	SNRPD2P2	231612271	FALSE	FALSE
chr1	TSNAX	231664398	TRUE	FALSE
chr1	TSNAX-DISC1	231664398	FALSE	FALSE
chr1	LINC00582	231747836	FALSE	FALSE
chr1	DISC1	231762560	FALSE	FALSE
chr1	DISC2	231954263	FALSE	FALSE
chr1	DISC1-IT1	232061579	FALSE	FALSE
chr1	SIPA1L2	232651354	FALSE	FALSE
chr1	LINC01744	232878461	FALSE	FALSE
chr1	MAP10	232940637	FALSE	FALSE
chr1	NTPCR	233086276	TRUE	FALSE
chr1	PCNX2	233431459	FALSE	FALSE
chr1	MAP3K21	233463513	FALSE	FALSE
chr1	KCNK1	233749749	TRUE	FALSE
chr1	SLC35F3	234349956	FALSE	FALSE
chr1	LOC101927765	234509149	TRUE	FALSE
chr1	COA6	234509428	TRUE	FALSE
chr1	TARBP1	234614849	TRUE	FALSE
chr1	LINC01354	234667525	FALSE	FALSE
chr1	IRF2BP2	234745271	TRUE	FALSE
chr1	LINC00184	234765056	FALSE	FALSE
chr1	LOC101927787	234782034	FALSE	FALSE
chr1	LINC01132	234859788	FALSE	FALSE
chr1	LOC101927851	235099746	FALSE	FALSE
chr1	TOMM20	235292256	TRUE	FALSE
chr1	RBM34	235324931	TRUE	FALSE
chr1	ARID4B	235491532	TRUE	FALSE
chr1	GGPS1	235491868	TRUE	FALSE
chr1	TBCE	235530674	TRUE	FALSE
chr1	B3GALNT2	235667781	TRUE	FALSE
chr1	MIR5096	235676124	FALSE	FALSE
chr1	GNG4	235814054	FALSE	FALSE
chr1	LYST	236047008	FALSE	FALSE
chr1	NID1	236228481	FALSE	FALSE
chr1	GPR137B	236305831	FALSE	FALSE
chr1	ERO1B	236445339	TRUE	FALSE
chr1	EDARADD	236557679	TRUE	FALSE
chr1	LGALS8-AS1	236687808	FALSE	FALSE
chr1	LGALS8	236686738	TRUE	FALSE
chr1	HEATR1	236767841	TRUE	FALSE
chr1	ACTN2	236849753	FALSE	FALSE
chr1	MTR	236958580	TRUE	FALSE
chr1	MT1HL1	237167718	FALSE	FALSE
chr1	RYR2	237205701	FALSE	FALSE
chr1	LOC100130331	238025474	FALSE	FALSE
chr1	ZP4	238054222	FALSE	FALSE
chr1	LINC01139	238649317	FALSE	FALSE
chr1	CHRM3	239792372	FALSE	FALSE
chr1	CHRM3-AS2	239882419	FALSE	FALSE
chr1	CHRM3-AS1	240063172	FALSE	FALSE
chr1	RPS7P5	240170823	FALSE	FALSE
chr1	FMN2	240255184	FALSE	FALSE
chr1	MIR1273E	240640408	FALSE	FALSE
chr1	GREM2	240775462	FALSE	FALSE
chr1	RGS7	241520530	FALSE	FALSE
chr1	FH	241683085	TRUE	FALSE
chr1	KMO	241695433	FALSE	FALSE
chr1	OPN3	241803701	TRUE	FALSE
chr1	CHML	241799232	TRUE	FALSE
chr1	WDR64	241815579	FALSE	FALSE
chr1	EXO1	242012032	TRUE	FALSE
chr1	BECN2	242121068	FALSE	FALSE
chr1	MAP1LC3C	242162385	FALSE	FALSE
chr1	PLD5	242612784	FALSE	FALSE
chr1	LINC01347	243265046	TRUE	FALSE
chr1	CEP170	243418708	TRUE	FALSE
chr1	SDCCAG8	243419306	TRUE	FALSE
chr1	AKT3	244006584	FALSE	FALSE
chr1	LOC339529	244080703	FALSE	FALSE
chr1	ZBTB18	244214560	TRUE	FALSE
chr1	C1orf100	244515936	TRUE	FALSE
chr1	ADSS	244615436	TRUE	FALSE
chr1	CATSPERE	244624672	FALSE	FALSE
chr1	DESI2	244816349	TRUE	FALSE
chr1	COX20	244998777	TRUE	FALSE
chr1	HNRNPU	245027827	TRUE	FALSE
chr1	LOC101928068	245134171	FALSE	FALSE
chr1	EFCAB2	245133630	TRUE	FALSE
chr1	KIF26B	245318286	FALSE	FALSE
chr1	SMYD3	246670644	TRUE	FALSE
chr1	LINC01743	246687589	FALSE	FALSE
chr1	TFB2M	246729565	TRUE	FALSE
chr1	CNST	246729638	TRUE	FALSE
chr1	SCCPDH	246887377	TRUE	FALSE
chr1	LINC01341	246952918	FALSE	FALSE
chr1	AHCTF1	247095280	TRUE	FALSE
chr1	ZNF670-ZNF695	247242115	FALSE	FALSE
chr1	ZNF695	247171395	TRUE	FALSE
chr1	ZNF670	247242115	TRUE	FALSE
chr1	ZNF669	247267674	TRUE	FALSE
chr1	C1orf229	247275719	FALSE	FALSE
chr1	ZNF124	247335319	TRUE	FALSE
chr1	VN1R5	247419373	FALSE	FALSE
chr1	ZNF496	247495242	TRUE	FALSE
chr1	NLRP3	247581350	FALSE	FALSE
chr1	OR2B11	247615284	FALSE	FALSE
chr1	OR2W5	247654369	FALSE	FALSE
chr1	GCSAML	247670359	FALSE	FALSE
chr1	GCSAML-AS1	247694106	FALSE	FALSE
chr1	OR2C3	247697141	FALSE	FALSE
chr1	OR2G2	247751661	FALSE	FALSE
chr1	OR2G3	247768887	FALSE	FALSE
chr1	OR13G1	247836343	FALSE	FALSE
chr1	OR6F1	247876057	FALSE	FALSE
chr1	OR1C1	247921708	FALSE	FALSE
chr1	OR14A16	247979031	FALSE	FALSE
chr1	OR11L1	248005198	FALSE	FALSE
chr1	TRIM58	248020500	TRUE	FALSE
chr1	OR2W3	248058888	TRUE	FALSE
chr1	OR2T8	248084319	FALSE	FALSE
chr1	OR2L13	248100330	FALSE	FALSE
chr1	OR2L8	248112159	FALSE	FALSE
chr1	OR2AK2	248128633	FALSE	FALSE
chr1	OR2L1P	248153568	FALSE	FALSE
chr1	OR2L5	248185249	FALSE	FALSE
chr1	OR2L2	248201473	FALSE	FALSE
chr1	OR2L3	248223983	FALSE	FALSE
chr1	OR2M1P	248285437	FALSE	FALSE
chr1	OR2M5	248308449	FALSE	FALSE
chr1	OR2M2	248343287	FALSE	FALSE
chr1	OR2M3	248366369	FALSE	FALSE
chr1	OR2M4	248402230	FALSE	FALSE
chr1	OR2T33	248437116	FALSE	FALSE
chr1	OR2T12	248458880	FALSE	FALSE
chr1	OR2M7	248487870	FALSE	FALSE
chr1	OR14C36	248512076	FALSE	FALSE
chr1	OR2T4	248524882	FALSE	FALSE
chr1	OR2T6	248550909	FALSE	FALSE
chr1	OR2T1	248569295	FALSE	FALSE
chr1	OR2T2	248616098	FALSE	TRUE
chr1	OR2T3	248636651	FALSE	FALSE
chr1	OR2T5	248651889	FALSE	TRUE
chr1	OR2G6	248684947	FALSE	FALSE
chr1	OR2T29	248722792	FALSE	TRUE
chr1	OR2T34	248738058	FALSE	TRUE
chr1	OR2T10	248757069	FALSE	FALSE
chr1	OR2T11	248790429	FALSE	FALSE
chr1	OR2T35	248802559	FALSE	TRUE
chr1	OR2T27	248814185	FALSE	FALSE
chr1	OR14I1	248845605	FALSE	FALSE
chr1	LOC101928226	248860362	FALSE	FALSE
chr1	LYPD8	248903151	FALSE	FALSE
chr1	SH3BP5L	249119565	TRUE	FALSE
chr1	ZNF672	249132376	TRUE	FALSE
chr1	ZNF692	249153315	TRUE	FALSE
chr1	PGBD2	249200441	TRUE	FALSE
chr10	TUBB8	95178	FALSE	FALSE
chr10	ZMYND11	180423	TRUE	FALSE
chr10	DIP2C	735608	FALSE	FALSE
chr10	PRR26	696016	FALSE	FALSE
chr10	LARP4B	977645	TRUE	FALSE
chr10	LOC101927762	978965	FALSE	FALSE
chr10	GTPBP4	1034348	TRUE	FALSE
chr10	IDI2	1071799	FALSE	FALSE
chr10	IDI2-AS1	1068576	FALSE	FALSE
chr10	IDI1	1102656	TRUE	FALSE
chr10	WDR37	1102775	TRUE	FALSE
chr10	LINC00200	1205707	TRUE	FALSE
chr10	ADARB2	1779670	FALSE	FALSE
chr10	ADARB2-AS1	1568824	FALSE	FALSE
chr10	LINC00700	2056542	FALSE	FALSE
chr10	LINC00701	2357268	FALSE	FALSE
chr10	LOC105376351	2543654	FALSE	FALSE
chr10	PFKP	3109711	TRUE	FALSE
chr10	PITRM1	3215033	TRUE	FALSE
chr10	PITRM1-AS1	3183792	FALSE	FALSE
chr10	LOC105376360	3360886	FALSE	FALSE
chr10	KLF6	3827473	TRUE	FALSE
chr10	LOC105376365	3876141	FALSE	FALSE
chr10	LOC101927964	4093917	FALSE	FALSE
chr10	LINC00702	4286104	FALSE	FALSE
chr10	LINC00703	4426437	FALSE	FALSE
chr10	LINC00704	4720262	FALSE	FALSE
chr10	LINC00705	4698347	FALSE	FALSE
chr10	AKR1E2	4868368	TRUE	FALSE
chr10	AKR1C6P	4958465	FALSE	FALSE
chr10	AKR1C1	5005453	TRUE	FALSE
chr10	AKR1C2	5060225	TRUE	FALSE
chr10	AKR1C3	5136567	TRUE	FALSE
chr10	AKR1C8P	5227150	FALSE	FALSE
chr10	AKR1C4	5238797	FALSE	FALSE
chr10	UCN3	5406971	FALSE	FALSE
chr10	TUBAL3	5446793	TRUE	FALSE
chr10	NET1	5488513	TRUE	FALSE
chr10	CALML5	5541533	FALSE	FALSE
chr10	CALML3-AS1	5568209	FALSE	FALSE
chr10	CALML3	5566851	FALSE	FALSE
chr10	LOC105376382	5638081	FALSE	FALSE
chr10	ASB13	5708558	TRUE	FALSE
chr10	FAM208B	5726800	TRUE	FALSE
chr10	GDI2	5855512	TRUE	FALSE
chr10	ANKRD16	5931860	TRUE	FALSE
chr10	FBXO18	5932165	TRUE	FALSE
chr10	IL15RA	6019574	TRUE	FALSE
chr10	IL2RA	6104333	FALSE	FALSE
chr10	RBM17	6130948	TRUE	FALSE
chr10	PFKFB3	6186840	TRUE	FALSE
chr10	LOC399715	6368506	FALSE	FALSE
chr10	PRKCQ	6622263	TRUE	FALSE
chr10	PRKCQ-AS1	6622386	TRUE	FALSE
chr10	LOC101928150	6660677	FALSE	FALSE
chr10	LINP1	6779343	FALSE	FALSE
chr10	LINC00706	6821142	FALSE	FALSE
chr10	LINC00707	6821559	FALSE	FALSE
chr10	SFMBT2	7453448	TRUE	FALSE
chr10	ITIH5	7708961	FALSE	FALSE
chr10	ITIH2	7745235	FALSE	FALSE
chr10	KIN	7829990	TRUE	FALSE
chr10	ATP5C1	7830066	TRUE	FALSE
chr10	TAF3	7860466	TRUE	FALSE
chr10	GATA3-AS1	8094458	FALSE	FALSE
chr10	GATA3	8096666	FALSE	FALSE
chr10	LINC00708	8310268	FALSE	FALSE
chr10	LOC105376398	8636354	FALSE	FALSE
chr10	LOC105755953	8939951	FALSE	FALSE
chr10	LOC101928272	9337556	FALSE	FALSE
chr10	LINC00709	9317575	FALSE	FALSE
chr10	LOC101928298	10100684	FALSE	FALSE
chr10	LOC101928322	10504312	FALSE	FALSE
chr10	SFTA1P	10836877	FALSE	FALSE
chr10	LINC00710	10994126	FALSE	FALSE
chr10	CELF2	11047074	TRUE	FALSE
chr10	CELF2-AS2	11147451	FALSE	FALSE
chr10	CELF2-AS1	11386673	FALSE	FALSE
chr10	USP6NL	11653788	TRUE	FALSE
chr10	ECHDC3	11784355	TRUE	FALSE
chr10	PROSER2	11865396	TRUE	FALSE
chr10	PROSER2-AS1	11936709	TRUE	FALSE
chr10	UPF2	12084840	TRUE	FALSE
chr10	DHTKD1	12110915	TRUE	FALSE
chr10	SEC61A2	12171639	TRUE	FALSE
chr10	NUDT5	12238143	TRUE	FALSE
chr10	CDC123	12237960	TRUE	FALSE
chr10	CAMK1D	12391541	FALSE	FALSE
chr10	CCDC3	13043704	FALSE	FALSE
chr10	OPTN	13142081	TRUE	FALSE
chr10	MCM10	13203553	TRUE	FALSE
chr10	UCMA	13276328	FALSE	FALSE
chr10	PHYH	13342130	TRUE	FALSE
chr10	SEPHS1	13390298	TRUE	FALSE
chr10	BEND7	13544976	FALSE	FALSE
chr10	PRPF18	13628938	TRUE	FALSE
chr10	FRMD4A	14372883	TRUE	FALSE
chr10	LOC101928453	14116282	FALSE	FALSE
chr10	FAM107B	14614188	FALSE	FALSE
chr10	CDNF	14879983	FALSE	FALSE
chr10	HSPA14	14880158	TRUE	FALSE
chr10	SUV39H2	14920781	TRUE	FALSE
chr10	DCLRE1C	14996431	TRUE	FALSE
chr10	MEIG1	15001437	FALSE	FALSE
chr10	LOC105376430	15014562	FALSE	FALSE
chr10	ACBD7-DCLRE1CP1	15130775	FALSE	FALSE
chr10	DCLRE1CP1	15077424	FALSE	FALSE
chr10	OLAH	15085894	FALSE	FALSE
chr10	ACBD7	15130775	FALSE	FALSE
chr10	C10orf111	15139318	FALSE	FALSE
chr10	RPP38	15139178	TRUE	FALSE
chr10	NMT2	15210709	TRUE	FALSE
chr10	PPIAP30	15197346	FALSE	FALSE
chr10	FAM171A1	15413058	TRUE	FALSE
chr10	ITGA8	15762334	FALSE	FALSE
chr10	MINDY3	15902532	TRUE	FALSE
chr10	PTER	16478941	TRUE	FALSE
chr10	C1QL3	16564004	FALSE	FALSE
chr10	RSU1	16859453	TRUE	FALSE
chr10	CUBN	17171816	FALSE	FALSE
chr10	TRDMT1	17244070	FALSE	FALSE
chr10	VIM-AS1	17271984	TRUE	FALSE
chr10	VIM	17270257	TRUE	FALSE
chr10	ST8SIA6	17496386	TRUE	FALSE
chr10	ST8SIA6-AS1	17428934	TRUE	FALSE
chr10	HACD1	17659373	TRUE	FALSE
chr10	STAM-AS1	17685917	FALSE	FALSE
chr10	STAM	17686123	TRUE	FALSE
chr10	MRC1	17851341	FALSE	TRUE
chr10	TMEM236	18041226	FALSE	TRUE
chr10	SLC39A12	18240767	FALSE	FALSE
chr10	SLC39A12-AS1	18299491	FALSE	FALSE
chr10	CACNB2	18429605	FALSE	FALSE
chr10	NSUN6	18940566	TRUE	FALSE
chr10	ARL5B	18948312	TRUE	FALSE
chr10	MALRD1	19337699	FALSE	FALSE
chr10	LOC101928834	20017479	FALSE	FALSE
chr10	PLXDC2	20105371	FALSE	FALSE
chr10	NEBL	21463116	FALSE	FALSE
chr10	C10orf113	21435488	FALSE	FALSE
chr10	NEBL-AS1	21463230	FALSE	FALSE
chr10	CASC10	21786213	FALSE	FALSE
chr10	SKIDA1	21814611	FALSE	FALSE
chr10	MLLT10	21823100	TRUE	FALSE
chr10	DNAJC1	22292650	TRUE	FALSE
chr10	EBLN1	22498912	FALSE	FALSE
chr10	LOC100130992	22541000	FALSE	FALSE
chr10	COMMD3	22605311	TRUE	FALSE
chr10	COMMD3-BMI1	22605311	FALSE	FALSE
chr10	BMI1	22610138	TRUE	FALSE
chr10	SPAG6	22634373	TRUE	FALSE
chr10	LOC100499489	22726858	FALSE	FALSE
chr10	PIP4K2A	23003037	TRUE	FALSE
chr10	ARMC3	23216952	FALSE	FALSE
chr10	MSRB2	23384426	TRUE	FALSE
chr10	PTF1A	23481459	FALSE	FALSE
chr10	C10orf67	23633772	FALSE	FALSE
chr10	OTUD1	23728197	TRUE	FALSE
chr10	KIAA1217	24497719	FALSE	FALSE
chr10	ARHGAP21	25012597	TRUE	FALSE
chr10	PRTFDC1	25241573	TRUE	FALSE
chr10	ENKUR	25305085	FALSE	FALSE
chr10	THNSL1	25305507	TRUE	FALSE
chr10	LINC01516	25401986	FALSE	FALSE
chr10	GPR158-AS1	25465205	FALSE	FALSE
chr10	GPR158	25464289	FALSE	FALSE
chr10	LINC00836	25940640	FALSE	FALSE
chr10	LOC101929073	26222639	FALSE	FALSE
chr10	MYO3A	26223001	FALSE	FALSE
chr10	GAD2	26505235	FALSE	FALSE
chr10	APBB1IP	26727265	FALSE	FALSE
chr10	LOC101929117	26868236	FALSE	FALSE
chr10	FAM238A	26878793	FALSE	FALSE
chr10	FAM238B	26932036	FALSE	FALSE
chr10	PDSS1	26986352	TRUE	FALSE
chr10	ABI1	27150016	TRUE	FALSE
chr10	FAM238C	27230930	FALSE	FALSE
chr10	ANKRD26	27389427	TRUE	FALSE
chr10	YME1L1	27443349	TRUE	FALSE
chr10	MASTL	27443752	TRUE	FALSE
chr10	ACBD5	27529808	TRUE	FALSE
chr10	LRRC37A6P	27541235	FALSE	FALSE
chr10	ARMC4P1	27547690	FALSE	FALSE
chr10	PTCHD3	27703297	FALSE	FALSE
chr10	RAB18	27793102	TRUE	FALSE
chr10	MKX	28034778	FALSE	FALSE
chr10	MKX-AS1	28033543	FALSE	FALSE
chr10	ARMC4	28272035	FALSE	FALSE
chr10	MPP7	28591995	FALSE	FALSE
chr10	LOC105376468	28784742	FALSE	FALSE
chr10	WAC-AS1	28821283	TRUE	FALSE
chr10	WAC	28822420	TRUE	FALSE
chr10	BAMBI	28966423	TRUE	FALSE
chr10	LINC01517	29032578	FALSE	FALSE
chr10	LINC00837	29084979	FALSE	FALSE
chr10	C10orf126	29135336	FALSE	FALSE
chr10	LYZL1	29577989	FALSE	FALSE
chr10	SVIL-AS1	29698462	TRUE	FALSE
chr10	SVIL	30024853	FALSE	FALSE
chr10	KIAA1462	30348488	FALSE	FALSE
chr10	LOC101929279	30500780	FALSE	FALSE
chr10	MTPAP	30638267	TRUE	FALSE
chr10	GOLGA2P6	30660836	FALSE	FALSE
chr10	MAP3K8	30722949	TRUE	FALSE
chr10	LYZL2	30918647	FALSE	FALSE
chr10	SVILP1	30981202	FALSE	FALSE
chr10	LOC105376480	31012147	FALSE	FALSE
chr10	ZNF438	31320866	FALSE	FALSE
chr10	LOC101929352	31476811	FALSE	FALSE
chr10	ZEB1-AS1	31608024	TRUE	FALSE
